job_id,company_id,title,location,salary_min,salary_max,employment_type,description,posted_date,is_active
67,1173,"2024-2025 Project Facilitator, Special Education","Las Vegas, NV",,,Full-time,"Primary Location

LAS VEGAS-SSD REGION 3

Work Locations

SSD REGION 3

Job

Non School-Based Specialist

Organization

SSD

Job Level

Day Job

Job Posting

Apr 5, 2024, 11:28:42 AM

Unposting Date

Ongoing",2024-04-05,true
68,577,SAP Partner - Account Management,"Houston, TX",,,Full-time,"SAP Partner - Key Account ManagementLocation: Houston, TXIndustry: Hi-Tech/Fortune 500Type: Full-TimeExperience: 14-15 year exp person (not too senior and not too junior) who can work within the client ecosystem. About Birlasoft:Birlasoft combines the power of domain, enterprise, and digital technologies to reimagine business processes for customers and their ecosystem. As a global technology company, we help businesses run more efficiently, reach new markets, and offer services more effectively",2024-04-05,true
69,117,Employment & HR Litigation Attorney,"Chicago, IL",,,Full-time,"Robert Half's Legal Division is immediately seeking a Mid-Senior Level Attorney to join one of our dynamic clients in the Chicago Loop. The ideal candidate will have significant experience with all aspects of employment litigation, human resources counseling and policy review, and employer training and educational programs. 
Duties of this position include but are not limited to: 4 – 8 years of experience with both employment litigation and human resources counseling. Researching and/or counseli",2024-04-05,true
70,1547,Legal Assistant (Legal Access Officer),"Philadelphia, PA",,,Full-time,"Duties

Summary

Corrections professionals who foster a humane and secure environment and ensure public safety by preparing individuals for successful reentry into our communities. Our highly-skilled, diverse, and innovative workforce creates a strong foundation of safety and security. Through the principles of humanity and normalcy, we develop good neighbors.

Requirements

Qualifications

To be considered for the position, you must meet the following qualification requirements: Education: As a",2024-04-05,true
71,1547,Environmental Protection Specialist,"Lewis Run, PA",,,Full-time,"Duties

Summary

Corrections professionals who foster a humane and secure environment and ensure public safety by preparing individuals for successful reentry into our communities. Our highly-skilled, diverse, and innovative workforce creates a strong foundation of safety and security. Through the principles of humanity and normalcy, we develop good neighbors.

Requirements

Qualifications

To be considered for the position, you must meet the following qualification requirements: Education: Ph.D",2024-04-05,true
72,1001,Manager Technology,"Houston, TX",,,Full-time,"Company Overview:
People power our future. That is why advancing a dynamic, inclusive environment, where everyone grows and thrives is critically important to us.

Our ingenuity fuels daily life. Together, we’ve forged some of the most trusted partnerships across the energy value chain to make what was once just an idea a reality: laying subsea infrastructure thousands of feet below sea level, installing offshore platforms hundreds of miles from shore, and using our expertise to design and build",2024-04-05,true
73,38,Technical Project Manager/Scrum Master,"West Chester, PA",,,Full-time,"This positions requires to work hybrid with 3-4 days a week in office.
Minimum 8 plus years of relevant professional experienceMinimum of 3 years of experience in Project Management role, including evaluation and estimation of high-risk initiatives, working under project management methodology. History of Scrum Master experience in Agile methodology and working on Agile teams.Track record of identifying and documenting business needs.Excellent written and verbal and communication skills with the",2024-04-05,true
74,1862,"Retail, Sales Associate","Las Vegas, NV",,,Part-time,"Overview

As a Sales Associate, you will have the opportunity to deliver exceptional experiences and provide world-class service to our valued consumers every day. From educating consumers about our products, in-store promotions, and events to supporting the store team in achieving company goals and initiatives, this role offers growth potential alongside the industry’s finest teammates and partners.

What You'll Do

Deliver outstanding service to our consumers using our C.H.A.R.M service modelP",2024-04-05,true
75,1862,Customer Service Representative,"Broomfield, CO",23.07,34.61,Full-time,"Overview

The Customer Service Representative will be responsible for responding to customer needs in an excited, courteous, and knowledgeable manner, by phone and e-mail. He/she will manage a $6M+ portfolio of wholesale accounts, supporting the customer’s order fulfillment needs and contributing to meeting sales goals. The CSR’s will work as a team to ensure all customer inquiries are resolved within established SLA’s, helping all customers regardless of account assignment. Exceptional communic",2024-04-05,true
76,1862,Inventory Control Associate - 1st Shift,"Vandalia, OH",,,Full-time,"Overview

The purpose of the Inventory Control Associate role is to maintain accuracy and integrity of building inventory and inventory flow. The Inventory Control Associate will utilize RF equipment, powered industrial equipment, and PC skills to complete goals daily.

This position supports the Inventory Control Department on our 1st Shift, Monday - Thursday, 6:00am-4:30pm.

What You'll Do

Perform counts by utilizing powered industrial equipment and handheld RF units to ensure all inventory i",2024-04-05,true
77,1173,Assistant Principal - Jydstrup ES,Las Vegas Metropolitan Area,,,Full-time,"The following school-based administrative vacancy is available to Assistant Principals transferring laterally, and those notified of their acceptance into the Aspiring School Administrative Pool.

Helen M. Jydstrup Elementary School - Location #561 - Assistant Principal - Step 40, 11-month

Attach a current resume under attachments


 Please ensure that you complete the entire seven (7) year work history in the “Experience and Credentials” section of your application, including periods of unempl",2024-04-05,true
